Seconds,Value
3838184506.1789761,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown
3838184506.2619839,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown 
3838184506.4419842,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown f
3838184506.5489922,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fo
3838184506.6919999,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox
3838184506.8019838,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox 
3838184506.9809918,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox j
3838184507.1560001,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox ju
3838184507.3329921,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jum
3838184507.4749761,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jump
3838184507.5729918,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps
3838184507.7099838,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps 
3838184507.8080001,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps o
3838184507.9059839,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps ov
3838184508.0389762,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps ove
3838184508.1240001,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over
3838184508.1680002,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over 
3838184508.340992,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over t
3838184508.4219842,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over te
3838184508.4659839,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh
3838184508.5760002,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh 
3838184508.7749758,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh l
3838184508.825984,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh la
3838184509.1779842,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lay
3838184509.6009922,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh la
3838184509.7209921,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh laz
3838184509.840992,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy
3838184509.9439998,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy 
3838184510.1459842,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy d
3838184510.2419839,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy do
3838184510.6529918,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
3838184511.0320001,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog

3838184511.7379842,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
T
3838184511.8949761,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
Th
3838184512.0359998,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
The
3838184512.0529919,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
The 
3838184512.3949761,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
The C
3838184512.7069759,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
The Co
3838184513.5599999,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
The C
3838184513.7709761,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
The Ca
3838184514.069984,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
The Caj
3838184514.0999999,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
The Cajk
3838184514.1880002,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
The Cajkl
3838184514.2019839,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
The Cajkl;
3838184514.2409921,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
The Cajkl;a
3838184514.2899842,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
The Cajkl;as
3838184514.3539839,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
The Cajkl;asd
3838184514.4959998,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
The Cajkl;asdj
3838184514.504992,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
The Cajkl;asdjl
3838184514.514976,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
The Cajkl;asdjlk
3838184514.54,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
The Cajkl;asdjlk 
3838184514.552,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
The Cajkl;asdjlk ;
3838184514.6509762,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
The Cajkl;asdjlk ;d
3838184514.6629758,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
The Cajkl;asdjlk ;ds
3838184514.6779842,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
The Cajkl;asdjlk ;dsa
3838184514.7989759,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
The Cajkl;asdjlk ;dsa;
3838184514.8149762,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
The Cajkl;asdjlk ;dsa;j
3838184514.8329921,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
The Cajkl;asdjlk ;dsa;jk
3838184514.8489919,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
The Cajkl;asdjlk ;dsa;jk 
3838184514.9389758,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
The Cajkl;asdjlk ;dsa;jk s
3838184514.9559999,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
The Cajkl;asdjlk ;dsa;jk sa
3838184514.9749761,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
The Cajkl;asdjlk ;dsa;jk sad
3838184514.9959998,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
The Cajkl;asdjlk ;dsa;jk sadf
3838184515.0539842,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
The Cajkl;asdjlk ;dsa;jk sadfl
3838184515.0789762,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
The Cajkl;asdjlk ;dsa;jk sadflj
3838184515.1029758,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
The Cajkl;asdjlk ;dsa;jk sadfljk
3838184515.1289921,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy dog
The Cajkl;asdjlk ;dsa;jk sadfljk;
3838184515.141984,
3838184515.1449919,
