Seconds,Value
The quick brown fox jumps
3839138767.208992,The quick brown fox jumps over the lazy dog
The quick brown fox jumps 
3839138767.345984,The quick brown fox jumps over the lazy dog
The quick brown fox jumps o
3839138767.4059839,The quick brown fox jumps over the lazy dog
The quick brown fox jumps ov
3839138767.5019841,The quick brown fox jumps over the lazy dog
The quick brown fox jumps ove
3839138767.5640001,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over
3839138767.6929922,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over 
3839138767.7989759,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over t
3839138767.8739839,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over th
3839138767.9320002,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the
3839138768.1040001,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the 
3839138768.2839999,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the l
3839138768.3789759,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the la
3839138768.4989762,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the laz
3839138768.661984,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy
3839138768.7429762,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy 
3839138768.8379841,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy d
3839138768.9549761,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
3839138769.1009922,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
3839138769.224,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog

3839138769.592,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
T
3839138769.790976,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
Th
3839138769.897984,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The
3839138770.0320001,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The 
3839138770.1459842,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The q
3839138770.2659841,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The qu
3839138770.4139838,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The qui
3839138770.504992,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quic
3839138770.5939841,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick
3839138770.7749758,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick 
3839138770.9320002,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick b
3839138771.024992,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick br
3839138771.136992,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick bro
3839138771.2280002,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brow
3839138771.3669758,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown
3839138771.5209918,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown 
3839138771.8089919,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown f
3839138771.9309759,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fo
3839138772.1489921,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox
3839138772.4320002,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox 
3839138772.6349759,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox j
3839138772.7349758,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox ju
3839138772.9309759,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jum
3839138773.0949759,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jump
3839138773.2080002,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps
3839138773.3289919,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps 
3839138773.4809918,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps o
3839138773.54,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps ov
3839138773.596992,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps ove
3839138773.6829758,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over
3839138773.8139839,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over 
3839138773.9499841,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over t
3839138774.0189762,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over th
3839138774.0929918,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the
3839138774.213984,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the 
3839138774.4200001,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the l
3839138774.564992,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the la
3839138774.7080002,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the laz
3839138774.8239999,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy
3839138774.9249921,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy 
3839138775.0479999,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy d
3839138775.136992,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
3839138775.7309761,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do

3839138776.1279998,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
T
3839138776.2839999,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
Th
3839138776.3749762,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The
3839138776.5059838,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The 
3839138776.6079998,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The q
3839138776.7209921,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The qu
3839138776.865984,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The qui
3839138776.9449921,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quic
3839138777.052,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick
3839138777.2689919,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick 
3839138777.4339838,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick b
3839138777.5129919,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick br
3839138777.636992,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick bro
3839138777.7449918,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brow
3839138777.8339839,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown
3839138777.9859838,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown 
3839138778.1059842,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown f
3839138778.2099838,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fo
3839138778.3179841,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox
3839138778.4520001,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox 
3839138778.6739841,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox j
3839138778.7939839,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox ju
3839138778.9689922,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jum
3839138779.141984,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jump
3839138779.238976,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps
3839138779.3769922,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps 
3839138779.5279999,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps o
3839138779.592,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps ov
3839138779.6489921,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps ove
3839138779.7169919,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over
3839138779.9039998,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over 
3839138780.0169921,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over t
3839138780.1339841,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over th
3839138780.2399998,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over the
3839138780.3539839,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over the 
3839138780.5560002,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over the l
3839138780.686976,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over the la
3839138780.8200002,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over the laz
3839138780.9419842,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over the lazy
3839138781.064992,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over the lazy 
3839138781.1509762,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over the lazy d
3839138781.2749758,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over the lazy do
3839138781.428,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over the lazy dog
3839138781.5840001,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over the lazy dog

3839138782.0240002,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over the lazy dog
T
3839138782.188992,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over the lazy dog
Th
3839138782.300992,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over the lazy dog
The
3839138782.432992,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over the lazy dog
The 
3839138782.5619841,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over the lazy dog
The q
3839138782.7029762,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over the lazy dog
The qu
3839138782.840992,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over the lazy dog
The qui
3839138782.9219842,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over the lazy dog
The quic
3839138783.0219841,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over the lazy dog
The quick
3839138783.2080002,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over the lazy dog
The quick 
3839138783.360992,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over the lazy dog
The quick b
3839138783.4159999,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over the lazy dog
The quick br
3839138783.5560002,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over the lazy dog
The quick bro
3839138783.6659842,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over the lazy dog
The quick brow
3839138783.7749758,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over the lazy dog
The quick brown
3839138783.9239998,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over the lazy dog
The quick brown 
3839138784.2299838,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over the lazy dog
The quick brown f
3839138784.3099842,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over the lazy dog
The quick brown fo
3839138784.4979839,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over the lazy dog
The quick brown fox
3839138784.6629758,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
The quick brown fox jumps over the lazy dog
The quick brown fox 
3839138784.753984,
3839138784.7579842,
