Seconds,Value
3838184592.0139842,The quick brown fox jumps over the lazy dog
The quick brown fox
3838184592.136992,The quick brown fox jumps over the lazy dog
The quick brown fox 
3838184592.2880001,The quick brown fox jumps over the lazy dog
The quick brown fox j
3838184592.4679999,The quick brown fox jumps over the lazy dog
The quick brown fox ju
3838184592.6560001,The quick brown fox jumps over the lazy dog
The quick brown fox jum
3838184592.7459841,The quick brown fox jumps over the lazy dog
The quick brown fox jump
3838184592.890976,The quick brown fox jumps over the lazy dog
The quick brown fox jumps
3838184593.004992,The quick brown fox jumps over the lazy dog
The quick brown fox jumps 
3838184593.1160002,The quick brown fox jumps over the lazy dog
The quick brown fox jumps o
3838184593.2269759,The quick brown fox jumps over the lazy dog
The quick brown fox jumps ov
3838184593.3319998,The quick brown fox jumps over the lazy dog
The quick brown fox jumps ove
3838184593.432992,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over
3838184593.5,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over 
3838184593.652,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over t
3838184593.7639999,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over te
3838184593.7880001,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh
3838184593.9449921,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh 
3838184594.1799998,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh l
3838184594.2839999,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh la
3838184594.6299839,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh laz
3838184594.756,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy
3838184594.8989758,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy 
3838184595.2689919,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy d
3838184595.4089918,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy do
3838184595.8119998,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy doh
3838184596.6079998,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy doh

3838184597.3439999,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy doh
t
3838184597.5619841,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy doh
th
3838184597.8520002,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy doh
the
3838184598.1479998,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy doh
the 
3838184599.1579838,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy doh
the q
3838184599.6709762,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy doh
the qu
3838184599.9869761,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy doh
the qui
3838184600.4969921,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy doh
the quic
3838184600.9869761,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy doh
the quick
3838184601.2280002,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy doh
the quick 
3838184602.1859841,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy doh
the quick b
3838184603.0809922,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy doh
the quick br
3838184603.4739838,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy doh
the quick bro
3838184603.8099842,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy doh
the quick brow
3838184604.7269759,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy doh
the quick brown
3838184604.9559999,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy doh
the quick brown 
3838184606.044992,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy doh
the quick brown f
3838184606.462976,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy doh
the quick brown fo
3838184606.7729921,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy doh
the quick brown fox
3838184607.0589762,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy doh
the quick brown fox 
3838184608.0359998,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over teh lazy doh
the quick brown fox j
3838184608.0949759,
3838184608.096992,
