Seconds,Value
3838359965.2889919,the quick brown fox jumps over the lazy dog
the qy
3838359965.4299841,the quick brown fox jumps over the lazy dog
the q
3838359965.8749762,the quick brown fox jumps over the lazy dog
the qu
3838359965.9000001,the quick brown fox jumps over the lazy dog
the qui
3838359966.0739841,the quick brown fox jumps over the lazy dog
the quic
3838359966.1549759,the quick brown fox jumps over the lazy dog
the quick
3838359966.273984,the quick brown fox jumps over the lazy dog
the quick 
3838359967.3179841,the quick brown fox jumps over the lazy dog
the quick b
3838359967.5489922,the quick brown fox jumps over the lazy dog
the quick br
3838359967.664,the quick brown fox jumps over the lazy dog
the quick bro
3838359967.7969918,the quick brown fox jumps over the lazy dog
the quick brow
3838359967.957984,the quick brown fox jumps over the lazy dog
the quick brown
3838359968.0669761,the quick brown fox jumps over the lazy dog
the quick brown 
3838359968.2269759,the quick brown fox jumps over the lazy dog
the quick brown f
3838359968.3349762,the quick brown fox jumps over the lazy dog
the quick brown fo
3838359968.4409919,the quick brown fox jumps over the lazy dog
the quick brown fox
3838359968.800992,the quick brown fox jumps over the lazy dog
the quick brown fox 
3838359968.9609919,the quick brown fox jumps over the lazy dog
the quick brown fox o
3838359969.4049921,the quick brown fox jumps over the lazy dog
the quick brown fox 
3838359969.6459842,the quick brown fox jumps over the lazy dog
the quick brown fox j
3838359969.776,the quick brown fox jumps over the lazy dog
the quick brown fox ju
3838359969.8669758,the quick brown fox jumps over the lazy dog
the quick brown fox jum
3838359969.964992,the quick brown fox jumps over the lazy dog
the quick brown fox jump
3838359970.0509758,the quick brown fox jumps over the lazy dog
the quick brown fox jumps
3838359970.1229758,the quick brown fox jumps over the lazy dog
the quick brown fox jumps 
3838359970.1549759,the quick brown fox jumps over the lazy dog
the quick brown fox jumps o
3838359970.3589759,the quick brown fox jumps over the lazy dog
the quick brown fox jumps ov
3838359970.397984,the quick brown fox jumps over the lazy dog
the quick brown fox jumps ove
3838359970.4299841,the quick brown fox jumps over the lazy dog
the quick brown fox jumps over
3838359970.5589762,the quick brown fox jumps over the lazy dog
the quick brown fox jumps over 
3838359970.6149759,the quick brown fox jumps over the lazy dog
the quick brown fox jumps over t
3838359970.668992,the quick brown fox jumps over the lazy dog
the quick brown fox jumps over th
3838359970.7360001,the quick brown fox jumps over the lazy dog
the quick brown fox jumps over the
3838359970.7889919,the quick brown fox jumps over the lazy dog
the quick brown fox jumps over the 
3838359970.9359999,the quick brown fox jumps over the lazy dog
the quick brown fox jumps over the l
3838359971.0089922,the quick brown fox jumps over the lazy dog
the quick brown fox jumps over the la
3838359971.360992,the quick brown fox jumps over the lazy dog
the quick brown fox jumps over the laz
3838359971.4809918,the quick brown fox jumps over the lazy dog
the quick brown fox jumps over the lazy
3838359971.785984,the quick brown fox jumps over the lazy dog
the quick brown fox jumps over the lazy 
3838359972.348,the quick brown fox jumps over the lazy dog
the quick brown fox jumps over the lazy d
3838359972.6429758,the quick brown fox jumps over the lazy dog
the quick brown fox jumps over the lazy do
3838359972.9419842,the quick brown fox jumps over the lazy dog
the quick brown fox jumps over the lazy dog
3838359973.388,the quick brown fox jumps over the lazy dog
the quick brown fox jumps over the lazy dog

3838359973.8819842,the quick brown fox jumps over the lazy dog
the quick brown fox jumps over the lazy dog
t
3838359974.014976,the quick brown fox jumps over the lazy dog
the quick brown fox jumps over the lazy dog
th
3838359974.0609918,the quick brown fox jumps over the lazy dog
the quick brown fox jumps over the lazy dog
the
3838359974.2029762,the quick brown fox jumps over the lazy dog
the quick brown fox jumps over the lazy dog
the 
3838359974.2649922,the quick brown fox jumps over the lazy dog
the quick brown fox jumps over the lazy dog
the q
3838359974.3239999,the quick brown fox jumps over the lazy dog
the quick brown fox jumps over the lazy dog
the qu
3838359974.4169922,the quick brown fox jumps over the lazy dog
the quick brown fox jumps over the lazy dog
the qui
3838359974.5629759,the quick brown fox jumps over the lazy dog
the quick brown fox jumps over the lazy dog
the quic
3838359974.6929922,the quick brown fox jumps over the lazy dog
the quick brown fox jumps over the lazy dog
the quick
3838359974.952992,the quick brown fox jumps over the lazy dog
the quick brown fox jumps over the lazy dog
the quick 
3838359975.1279998,the quick brown fox jumps over the lazy dog
the quick brown fox jumps over the lazy dog
the quick b
3838359975.2080002,the quick brown fox jumps over the lazy dog
the quick brown fox jumps over the lazy dog
the quick br
3838359975.3619838,
3838359975.3639998,
