Seconds,Value
3840262203.1489921,The quick brown fox jumps over the lazy dog
The quick brown
3840262203.218976,The quick brown fox jumps over the lazy dog
The quick brown 
3840262203.3699841,The quick brown fox jumps over the lazy dog
The quick brown f
3840262203.4720001,The quick brown fox jumps over the lazy dog
The quick brown fo
3840262203.621984,The quick brown fox jumps over the lazy dog
The quick brown fox
3840262203.7399998,The quick brown fox jumps over the lazy dog
The quick brown fox 
3840262203.8989758,The quick brown fox jumps over the lazy dog
The quick brown fox j
3840262204.0589762,The quick brown fox jumps over the lazy dog
The quick brown fox ju
3840262204.2619839,The quick brown fox jumps over the lazy dog
The quick brown fox jum
3840262204.3249922,The quick brown fox jumps over the lazy dog
The quick brown fox jump
3840262204.464992,The quick brown fox jumps over the lazy dog
The quick brown fox jumps
3840262204.5929918,The quick brown fox jumps over the lazy dog
The quick brown fox jumps 
3840262204.6789761,The quick brown fox jumps over the lazy dog
The quick brown fox jumps o
3840262204.8299842,The quick brown fox jumps over the lazy dog
The quick brown fox jumps ov
3840262204.9659839,The quick brown fox jumps over the lazy dog
The quick brown fox jumps ove
3840262205.0409918,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over
3840262205.126976,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over 
3840262205.2509761,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over t
3840262205.3149762,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over th
3840262205.3699841,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the
3840262205.4699841,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the 
3840262205.9000001,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the a
3840262206.345984,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the 
3840262206.5309758,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the l
3840262206.626976,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the la
3840262206.870976,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the laz
3840262206.9869761,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy
3840262207.3600001,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazyd
3840262207.7229762,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy
3840262207.8239999,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy 
3840262207.9669762,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy d
3840262208.054976,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
3840262208.2299838,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
3840262208.4469762,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog

3840262208.8819842,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
T
3840262209.0369921,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
Th
3840262209.1479998,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The
3840262209.208992,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The 
3840262209.340992,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The q
3840262209.4520001,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The qu
3840262209.5329919,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The qui
3840262209.6459842,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quic
3840262209.7639999,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick
3840262209.8749762,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick 
3840262210.0669761,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick b
3840262210.248992,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick br
3840262210.3549762,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick bro
3840262210.524992,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brow
3840262210.5929918,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown
3840262210.7009921,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown 
3840262210.8339839,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown f
3840262210.9400001,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fo
3840262211.0679998,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox
3840262211.1899838,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox 
3840262211.3269758,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox j
3840262211.48,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox ju
3840262211.6799998,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jum
3840262211.7579842,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jump
3840262211.9099841,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps
3840262212.0329919,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps 
3840262212.1479998,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps o
3840262212.3069758,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps ov
3840262212.390976,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps ove
3840262212.484992,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over
3840262212.5629759,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over 
3840262212.6859841,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over t
3840262212.773984,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over th
3840262212.8080001,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the
3840262212.9120002,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the 
3840262213.0569921,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the l
3840262213.186976,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the la
3840262213.4139838,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the laz
3840262213.5069761,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy
3840262213.6189761,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy 
3840262213.8899841,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy d
3840262213.9619842,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy do
3840262214.2099838,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
3840262214.4189758,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog

3840262214.8229761,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
T
3840262214.9669762,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
Th
3840262215.052,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The
3840262215.136992,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The 
3840262215.4749761,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The q
3840262215.5469761,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The qu
3840262215.6229758,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The qui
3840262215.8000002,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quic
3840262215.888,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick
3840262216.0379839,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick 
3840262216.2319999,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick b
3840262216.7829762,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick br
3840262216.908,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick bro
3840262217.0029759,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brow
3840262217.1299839,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown
3840262217.2849922,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown 
3840262217.4759998,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown f
3840262217.5909762,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fo
3840262217.8559999,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox
3840262217.9789758,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox 
3840262218.1819839,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox j
3840262218.6479998,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jm
3840262219.2989759,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox j
3840262219.5219841,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox ju
3840262219.758976,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jum
3840262219.8559999,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jump
3840262220.0069761,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps
3840262220.1389761,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps 
3840262220.2629762,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps o
3840262220.3569918,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps ov
3840262220.4989762,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps ove
3840262220.6049919,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over
3840262220.6649919,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over 
3840262220.8049922,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over t
3840262220.8949761,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over th
3840262220.9239998,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the
3840262221.04,The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the lazy dog
The quick brown fox jumps over the 
3840262221.116992,
3840262221.1189761,
