Seconds,Value
The quick brown foxy jumps over 
3838368201.908,The quick brown fox jumps over the lazy dog.
The quick brown foxy jumps over t
3838368201.9969921,The quick brown fox jumps over the lazy dog.
The quick brown foxy jumps over th
3838368202.136992,The quick brown fox jumps over the lazy dog.
The quick brown foxy jumps over the
3838368202.2249918,The quick brown fox jumps over the lazy dog.
The quick brown foxy jumps over the 
3838368202.3489919,The quick brown fox jumps over the lazy dog.
The quick brown foxy jumps over the l
3838368202.4840002,The quick brown fox jumps over the lazy dog.
The quick brown foxy jumps over the la
3838368202.7360001,The quick brown fox jumps over the lazy dog.
The quick brown foxy jumps over the laz
3838368202.830976,The quick brown fox jumps over the lazy dog.
The quick brown foxy jumps over the lazy
3838368203.0120001,The quick brown fox jumps over the lazy dog.
The quick brown foxy jumps over the lazy 
3838368203.6089921,The quick brown fox jumps over the lazy dog.
The quick brown foxy jumps over the lazy d
3838368203.6929922,The quick brown fox jumps over the lazy dog.
The quick brown foxy jumps over the lazy do
3838368203.8649921,The quick brown fox jumps over the lazy dog.
The quick brown foxy jumps over the lazy dog
3838368204.004992,
3838368204.0069761,
